EMPID, AnnualIncomeNeeded ,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,AvgOverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOption,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DiffFromSalary, CurrentSalary 
1970," 208,000 ",35,69,4,3,3,1,3,1,9,0.17,3,2,0,6,2,1,5,4,1,4," 38,813 "," 169,187 "
1866," 93,600 ",29,113,1,4,2,3,1,1,1,0.13,3,1,1,11,3,1,11,8,3,10," 14,611 "," 78,989 "
854," 183,040 ",40,10,4,2,3,3,3,9,15,0.17,3,3,0,20,3,2,18,7,2,13," 34,155 "," 148,885 "
1190," 91,520 ",42,9,3,3,3,4,1,0,11,0.12,3,2,0,22,2,2,21,9,13,14," 14,204 "," 77,316 "
810," 93,600 ",42,60,4,2,3,2,1,7,9,0.13,3,4,0,9,3,4,6,4,1,5," 17,054 "," 76,546 "
2264," 120,640 ",35,23,4,4,2,1,3,6,9,0.12,3,2,1,10,2,3,8,0,1,7," 18,723 "," 101,917 "
1324," 101,920 ",24,95,3,4,3,1,2,8,11,0.22,4,4,0,6,2,3,4,3,1,2," 24,012 "," 77,908 "
256," 164,320 ",28,91,1,3,3,1,4,1,12,0.11,3,4,0,1,4,2,1,1,0,0," 23,925 "," 140,395 "
1192," 170,560 ",26,29,4,1,4,1,4,1,10,0.22,4,2,1,8,2,3,8,7,0,7," 44,175 "," 126,385 "
2248," 149,760 ",30,35,3,3,2,2,3,1,10,0.18,3,1,1,10,3,3,10,3,1,4," 34,325 "," 115,435 "
1994," 191,360 ",40,86,2,3,2,2,4,3,3,0.13,3,4,1,16,3,1,1,1,0,0," 28,206 "," 163,154 "
916," 91,520 ",35,105,3,3,2,3,2,2,7,0.18,3,2,1,15,2,4,7,7,6,4," 20,226 "," 71,294 "
842," 201,760 ",34,41,3,4,2,2,1,0,1,0.2,4,3,0,14,3,3,13,9,4,9," 50,036 "," 151,724 "
1990," 97,760 ",35,46,4,4,2,1,4,1,2,0.13,3,2,1,2,2,4,2,2,2,2," 16,111 "," 81,649 "
824," 176,800 ",43,97,3,1,1,2,3,8,6,0.13,3,2,0,7,2,2,4,3,1,3," 27,598 "," 149,202 "
1634," 158,080 ",32,78,1,3,3,1,1,1,8,0.12,3,3,3,1,3,3,1,0,0,0," 23,143 "," 134,937 "
980," 191,360 ",56,102,4,4,3,5,1,4,7,0.13,3,4,1,28,2,3,5,2,4,2," 29,871 "," 161,489 "
1510," 112,320 ",29,51,1,2,3,1,4,1,4,0.13,3,1,1,10,5,3,10,8,0,8," 17,533 "," 94,787 "
98," 112,320 ",19,113,2,3,3,1,1,1,4,0.25,4,3,0,1,4,3,1,1,0,0," 32,292 "," 80,028 "
1688," 172,640 ",45,43,3,1,3,1,3,4,15,0.19,3,3,1,7,2,2,3,2,0,2," 38,395 "," 134,245 "
1742," 116,480 ",37,34,3,4,2,2,4,1,10,0.13,3,2,1,14,2,2,14,8,3,11," 17,169 "," 99,311 "
412," 180,960 ",20,9,3,1,2,1,3,1,14,0.12,3,1,0,2,2,2,2,2,1,2," 28,085 "," 152,875 "
902," 199,680 ",44,95,4,3,3,1,3,1,8,0.11,3,3,0,6,4,3,6,4,0,2," 27,296 "," 172,384 "
1036," 104,000 ",53,110,2,4,3,5,3,3,12,0.18,3,2,1,26,6,3,7,7,4,7," 20,426 "," 83,574 "
362," 143,520 ",29,115,1,2,1,1,4,0,3,0.18,3,1,1,6,2,2,5,4,1,3," 28,187 "," 115,333 "
928," 99,840 ",22,77,4,3,2,1,4,0,8,0.11,3,2,1,1,5,3,0,0,0,0," 12,760 "," 87,080 "
780," 143,520 ",46,112,3,3,3,4,1,8,12,0.23,4,1,0,28,2,3,26,15,15,9," 38,535 "," 104,985 "
168," 153,920 ",44,107,3,4,1,1,3,2,14,0.13,3,4,0,6,3,3,0,0,0,0," 28,044 "," 125,876 "
170," 205,920 ",33,28,3,2,3,1,3,1,13,0.13,3,4,1,5,2,3,5,4,1,4," 30,353 "," 175,567 "
2090," 197,600 ",41,102,2,1,2,1,1,6,14,0.17,3,1,1,5,2,1,1,0,0,0," 43,432 "," 154,168 "
2154," 126,880 ",30,111,4,3,3,2,1,8,2,0.19,3,3,3,8,3,3,4,3,0,3," 27,190 "," 99,690 "
2490," 128,960 ",40,66,4,2,3,2,2,5,11,0.12,3,4,3,5,2,3,0,0,0,0," 22,284 "," 106,676 "
160," 62,400 ",50,62,3,4,3,4,1,2,7,0.22,4,3,1,32,3,3,2,2,2,2," 15,675 "," 46,725 "
472," 162,240 ",28,97,4,4,2,1,1,1,15,0.12,3,3,3,6,2,3,6,5,3,3," 25,180 "," 137,060 "
2424," 108,160 ",46,114,2,4,3,5,2,5,10,0.11,3,1,1,25,2,3,4,2,0,3," 17,673 "," 90,487 "
2510," 195,520 ",35,45,4,3,3,2,1,3,1,0.15,3,4,3,15,2,3,7,7,1,7," 34,314 "," 161,206 "
2036," 201,760 ",24,104,2,4,3,1,2,1,5,0.13,3,1,1,1,3,1,1,0,0,0," 36,761 "," 164,999 "
2170," 170,560 ",33,90,3,2,3,2,3,1,15,0.12,3,1,1,10,3,2,10,7,0,1," 29,473 "," 141,087 "
2452," 124,800 ",36,16,4,3,1,1,3,1,15,0.14,3,3,1,7,4,3,7,7,1,7," 19,619 "," 105,181 "
1246," 101,920 ",30,20,4,3,3,2,3,1,5,0.13,3,1,3,10,4,2,10,7,8,9," 15,023 "," 86,897 "
328," 66,560 ",44,35,4,4,3,2,4,1,4,0.25,4,2,0,20,3,3,20,11,13,17," 19,136 "," 47,424 "
992," 89,440 ",20,108,3,3,4,1,4,1,15,0.17,3,4,0,2,2,3,2,1,2,2," 16,690 "," 72,750 "
680," 124,800 ",46,101,4,4,3,2,4,2,14,0.11,3,3,1,12,3,2,6,3,1,4," 15,949 "," 108,851 "
234," 164,320 ",42,70,5,4,4,2,1,7,12,0.16,3,1,1,10,3,4,4,3,0,3," 31,812 "," 132,508 "
740," 108,160 ",60,33,4,2,4,2,4,0,4,0.18,3,2,1,12,3,3,11,7,1,9," 22,130 "," 86,030 "
1002," 160,160 ",32,122,3,3,2,1,2,1,15,0.2,4,3,1,2,2,3,2,2,2,2," 38,438 "," 121,722 "
370," 79,040 ",32,61,2,4,3,2,3,4,7,0.14,3,4,0,10,2,3,8,7,0,7," 13,105 "," 65,935 "
1458," 160,160 ",36,36,3,3,1,3,1,2,13,0.21,4,3,1,17,2,3,7,7,7,7," 37,429 "," 122,731 "
1224," 124,800 ",33,60,3,1,3,1,4,0,4,0.13,3,2,1,15,5,3,14,10,4,10," 19,481 "," 105,319 "
2848," 174,720 ",40,64,3,2,2,2,2,7,9,0.12,3,2,1,7,2,4,5,1,1,3," 25,579 "," 149,141 "
1610," 118,560 ",25,119,4,3,3,2,4,0,1,0.14,3,2,0,5,4,3,4,3,1,1," 18,638 "," 99,922 "
664," 131,040 ",30,110,3,4,3,1,2,0,10,0.21,4,1,1,12,2,3,11,9,5,7," 29,589 "," 101,451 "
1666," 124,800 ",42,66,5,1,3,3,1,3,3,0.17,3,3,0,20,6,3,1,0,0,0," 26,395 "," 98,405 "
302," 162,240 ",35,56,2,3,2,3,4,4,8,0.11,3,2,1,16,6,2,13,2,4,12," 25,066 "," 137,174 "
1716," 87,360 ",27,52,3,1,3,1,1,1,11,0.14,3,4,2,9,3,2,9,7,6,8," 15,236 "," 72,124 "
1690," 110,240 ",54,94,4,4,3,3,3,7,14,0.17,3,1,1,33,2,1,5,4,1,4," 21,486 "," 88,754 "
1554," 149,760 ",44,78,1,1,4,1,4,1,1,0.13,3,4,1,10,5,3,10,5,7,7," 22,075 "," 127,685 "
2288," 199,680 ",19,13,3,1,2,1,2,1,15,0.25,4,2,0,1,2,4,1,1,0,0," 57,408 "," 142,272 "
1960," 201,760 ",29,56,3,1,3,1,4,1,5,0.15,3,1,3,3,5,3,3,2,1,2," 37,124 "," 164,636 "
380," 176,800 ",54,78,3,4,3,4,4,3,3,0.14,3,1,0,36,2,3,10,9,0,9," 27,793 "," 149,007 "
1382," 166,400 ",31,94,2,3,3,2,1,1,5,0.12,3,4,0,6,2,2,6,5,0,1," 25,825 "," 140,575 "
2770," 199,680 ",31,26,3,3,2,2,1,1,4,0.19,3,2,0,10,2,3,10,9,1,8," 44,409 "," 155,271 "
1038," 99,840 ",59,118,3,3,2,2,4,5,3,0.17,3,4,0,13,2,3,6,1,0,5," 21,945 "," 77,895 "
1992," 199,680 ",43,25,3,3,1,5,4,3,8,0.14,3,2,1,25,2,3,8,7,0,7," 34,824 "," 164,856 "
2732," 176,800 ",49,38,2,1,2,5,3,2,4,0.13,3,3,1,23,2,4,1,0,0,0," 26,060 "," 150,740 "
2702," 95,680 ",36,69,3,3,3,1,2,1,3,0.12,3,3,0,12,2,2,11,10,0,7," 14,850 "," 80,830 "
646," 158,080 ",48,9,2,4,4,1,2,5,13,0.11,3,3,0,7,4,2,1,0,0,0," 20,203 "," 137,877 "
2106," 158,080 ",27,114,2,1,3,1,3,1,14,0.11,3,2,3,5,2,3,5,3,0,3," 21,610 "," 136,470 "
898," 170,560 ",29,119,3,3,3,2,4,1,4,0.11,3,2,2,6,2,3,6,0,1,0," 26,352 "," 144,208 "
1240," 158,080 ",48,45,3,4,2,5,4,6,6,0.12,3,3,0,25,3,4,1,0,0,0," 25,925 "," 132,155 "
420," 180,960 ",29,120,3,4,2,4,4,3,10,0.14,3,2,2,9,2,2,7,7,1,7," 31,559 "," 149,401 "
764," 185,120 ",34,15,3,3,4,1,3,0,9,0.17,3,4,0,2,5,2,1,0,0,0," 37,616 "," 147,504 "
1880," 183,040 ",44,84,3,2,3,5,2,7,4,0.11,3,3,1,26,5,3,22,9,3,10," 26,651 "," 156,389 "
1932," 170,560 ",33,84,5,4,4,3,3,0,15,0.14,3,4,2,10,3,3,9,8,0,8," 28,279 "," 142,281 "
1156," 118,560 ",19,81,3,2,4,1,4,1,11,0.12,3,4,0,1,2,3,1,0,0,1," 19,444 "," 99,116 "
1074," 97,760 ",23,8,2,4,3,1,3,1,8,0.22,4,4,1,1,2,3,1,0,0,1," 26,082 "," 71,678 "
1766," 151,840 ",25,16,1,3,1,1,4,1,5,0.14,3,4,0,1,4,3,1,0,1,0," 23,869 "," 127,971 "
1842," 110,240 ",26,44,2,3,3,1,4,1,10,0.2,4,2,0,8,2,2,8,5,2,2," 23,812 "," 86,428 "
2072," 195,520 ",45,23,3,1,1,5,2,2,14,0.16,3,1,0,26,2,3,24,10,1,11," 36,210 "," 159,310 "
298," 76,960 ",55,15,1,4,2,4,2,1,9,0.15,3,4,1,34,3,3,33,9,15,0," 14,815 "," 62,145 "
2628," 93,600 ",21,106,2,1,2,1,3,1,3,0.2,4,3,0,2,2,1,2,2,2,2," 20,966 "," 72,634 "
2448," 68,640 ",46,33,2,4,2,5,2,2,7,0.14,3,3,1,26,2,3,11,4,0,8," 11,381 "," 57,259 "
2506," 178,880 ",34,49,3,3,3,2,1,0,3,0.12,3,4,0,4,3,3,3,2,0,2," 24,614 "," 154,266 "
2746," 172,640 ",51,31,3,4,3,5,2,4,1,0.24,4,1,1,31,5,2,29,10,11,10," 44,058 "," 128,582 "
2644," 139,360 ",59,120,4,4,3,3,4,6,12,0.12,3,4,0,25,6,2,9,7,5,4," 24,081 "," 115,279 "
2236," 95,680 ",34,117,3,3,3,2,2,4,14,0.13,3,3,2,15,2,4,11,8,5,10," 15,768 "," 79,912 "
470," 91,520 ",28,83,4,4,3,1,3,0,11,0.11,3,3,0,5,2,2,4,2,0,2," 12,511 "," 79,009 "
784," 191,360 ",44,25,2,3,4,5,1,1,13,0.14,3,4,2,26,4,2,25,9,14,13," 33,373 "," 157,987 "
658," 116,480 ",34,26,3,3,2,2,2,4,8,0.11,3,4,2,14,5,4,10,9,1,8," 19,033 "," 97,447 "
232," 137,280 ",35,13,1,3,3,1,3,0,14,0.14,3,4,0,4,3,3,3,2,2,2," 23,942 "," 113,338 "
0," 162,240 ",42,86,4,2,4,2,2,6,3,0.16,3,4,0,18,2,3,1,0,0,0," 32,772 "," 129,468 "
2052," 116,480 ",43,14,4,4,2,3,4,3,3,0.14,3,4,0,23,3,4,21,7,15,17," 21,316 "," 95,164 "
1366," 110,240 ",36,118,4,3,3,2,2,9,7,0.11,3,4,0,18,2,3,16,14,5,12," 18,013 "," 92,227 "
1056," 151,840 ",44,81,3,1,3,3,4,1,8,0.11,3,4,1,10,2,3,10,7,0,5," 24,811 "," 127,029 "
2494," 108,160 ",28,114,3,4,2,1,4,1,10,0.12,3,2,1,2,2,3,2,2,2,2," 17,738 "," 90,422 "
2556," 83,200 ",51,55,2,2,2,1,3,0,12,0.14,3,2,0,8,6,2,7,0,7,7," 15,941 "," 67,259 "
2572," 149,760 ",30,63,2,3,3,2,3,7,9,0.18,3,3,0,10,3,3,8,4,1,7," 31,869 "," 117,891 "
1746," 81,120 ",29,12,3,2,3,1,3,3,5,0.13,3,1,2,10,2,3,7,7,7,7," 14,074 "," 67,046 "
1514," 174,720 ",28,93,3,4,3,1,1,2,15,0.11,3,2,0,5,2,2,3,2,1,2," 28,549 "," 146,171 "
1454," 83,200 ",25,9,3,4,3,1,2,1,10,0.18,3,4,0,2,3,2,2,2,2,1," 17,023 "," 66,177 "
2210," 116,480 ",32,110,3,3,4,2,4,1,4,0.15,3,3,2,10,4,4,10,7,0,8," 19,452 "," 97,028 "
2332," 172,640 ",45,56,3,2,3,5,2,3,3,0.22,4,3,0,22,4,3,0,0,0,0," 44,714 "," 127,926 "
1728," 195,520 ",39,73,4,3,2,4,2,6,9,0.13,3,4,2,21,4,3,19,9,15,2," 28,820 "," 166,700 "
2292," 183,040 ",58,112,4,1,3,1,3,1,5,0.12,3,4,2,2,3,3,2,2,2,2," 25,186 "," 157,854 "
1060," 164,320 ",32,82,2,4,3,2,3,1,12,0.18,3,1,1,10,3,3,10,4,1,1," 36,315 "," 128,005 "
2130," 193,440 ",39,27,3,3,3,1,1,0,4,0.13,3,1,0,6,2,3,5,2,0,3," 35,245 "," 158,195 "
1488," 99,840 ",30,54,3,1,2,2,4,0,5,0.12,3,1,1,10,6,3,9,2,6,7," 14,617 "," 85,223 "
2394," 131,040 ",36,107,4,4,3,3,3,3,11,0.12,3,1,0,10,0,3,7,7,1,7," 21,491 "," 109,549 "
344," 91,520 ",46,27,2,4,3,1,1,6,15,0.12,3,3,0,10,3,4,7,6,5,7," 12,593 "," 78,927 "
592," 114,400 ",28,103,3,3,1,2,4,0,8,0.11,3,1,3,10,6,3,9,8,7,5," 16,657 "," 97,743 "
1930," 89,440 ",50,79,3,4,3,4,1,4,9,0.11,3,2,0,25,2,3,3,2,1,2," 12,226 "," 77,214 "
226," 118,560 ",40,66,4,4,2,3,2,2,15,0.12,3,3,0,9,2,3,5,4,1,0," 17,357 "," 101,203 "
1656," 133,120 ",52,78,3,2,3,3,2,9,6,0.19,3,3,0,10,2,2,8,7,7,7," 31,762 "," 101,358 "
2454," 197,600 ",30,33,4,2,3,3,1,1,6,0.23,4,4,2,9,2,3,9,1,0,8," 51,534 "," 146,066 "
546," 66,560 ",39,27,2,1,3,2,3,0,1,0.11,3,1,0,9,6,3,8,7,1,7," 8,506 "," 58,054 "
2056," 118,560 ",31,60,4,4,3,3,3,1,13,0.19,3,1,1,10,5,2,10,8,9,6," 25,407 "," 93,153 "
1286," 83,200 ",41,122,2,3,1,2,2,1,4,0.13,3,1,0,19,4,3,19,2,11,9," 12,264 "," 70,936 "
1070," 112,320 ",31,83,3,4,3,1,2,1,9,0.11,3,1,0,3,2,4,3,2,2,2," 16,354 "," 95,966 "
1464," 185,120 ",44,41,3,1,3,1,1,4,4,0.12,3,3,0,10,4,4,3,2,1,2," 28,731 "," 156,389 "
2516," 76,960 ",42,8,1,3,3,4,3,0,14,0.13,3,4,0,21,3,2,20,8,2,10," 11,344 "," 65,616 "
2846," 120,640 ",55,74,2,4,1,5,3,4,3,0.14,3,4,1,23,5,3,19,9,9,11," 21,040 "," 99,600 "
1632," 205,920 ",56,63,4,4,3,5,2,6,6,0.14,3,1,0,36,4,3,7,3,7,7," 35,912 "," 170,008 "
2478," 153,920 ",40,30,2,3,3,1,3,9,12,0.16,3,2,1,6,0,3,4,2,0,0," 28,506 "," 125,414 "
6," 178,880 ",34,117,3,4,3,3,4,0,3,0.11,3,4,1,10,0,2,9,7,1,6," 24,453 "," 154,427 "
998," 203,840 ",40,116,3,3,3,2,4,1,7,0.13,3,3,0,9,4,3,9,8,8,8," 33,593 "," 170,247 "
636," 137,280 ",41,16,3,3,3,2,1,0,6,0.17,3,4,1,10,2,3,9,3,1,7," 29,035 "," 108,245 "
690," 180,960 ",35,83,4,3,3,2,3,1,10,0.11,3,2,0,9,3,3,9,6,1,1," 23,127 "," 157,833 "
2588," 174,720 ",51,28,3,3,3,4,2,1,8,0.11,3,2,1,33,2,3,33,9,0,10," 23,884 "," 150,836 "
16," 64,480 ",38,92,2,2,3,2,1,3,14,0.15,3,4,1,11,3,3,7,7,1,7," 10,768 "," 53,712 "
2670," 137,280 ",34,119,2,3,3,2,1,1,11,0.12,3,4,0,10,6,4,10,8,9,6," 21,306 "," 115,974 "
1264," 139,360 ",25,67,1,4,3,1,4,3,3,0.11,3,3,3,7,6,2,3,2,1,2," 20,291 "," 119,069 "
1280," 110,240 ",58,32,4,3,2,3,1,7,4,0.14,3,4,0,31,0,2,10,9,5,9," 20,174 "," 90,066 "
776," 183,040 ",40,44,4,2,3,1,2,3,5,0.22,4,3,1,7,3,3,4,2,0,3," 45,980 "," 137,060 "
72," 172,640 ",36,32,3,1,4,2,1,2,5,0.16,3,4,1,17,2,2,15,7,6,13," 34,873 "," 137,767 "
1798," 112,320 ",48,82,3,4,3,3,4,1,2,0.11,3,3,0,11,2,3,10,9,0,8," 18,353 "," 93,967 "
1318," 203,840 ",27,53,3,3,4,1,4,8,11,0.14,3,2,1,5,4,3,1,0,0,0," 37,303 "," 166,537 "
1102," 170,560 ",51,73,2,4,2,4,2,3,12,0.16,3,2,0,29,1,2,5,2,0,3," 33,020 "," 137,540 "
2802," 201,760 ",18,21,3,4,3,1,4,1,3,0.15,3,3,0,0,5,4,0,0,0,0," 35,409 "," 166,351 "
2888," 124,800 ",35,23,3,4,2,2,4,0,9,0.12,3,2,1,10,0,3,9,7,0,0," 20,467 "," 104,333 "
1032," 89,440 ",27,116,1,4,1,2,4,3,2,0.2,4,2,0,8,3,3,6,2,0,0," 22,181 "," 67,259 "
1222," 176,800 ",55,42,4,1,4,4,3,6,7,0.17,3,3,0,24,2,2,19,7,3,8," 35,926 "," 140,874 "
1702," 141,440 ",56,89,3,4,3,4,2,4,7,0.12,3,1,1,33,0,3,19,16,15,9," 24,441 "," 116,999 "
2610," 191,360 ",34,97,1,1,2,1,3,1,7,0.2,4,3,3,5,2,3,5,4,0,0," 45,926 "," 145,434 "
1326," 185,120 ",40,10,1,2,4,2,3,5,15,0.2,4,2,3,15,0,3,12,11,11,8," 41,467 "," 143,653 "
364," 178,880 ",34,82,3,2,3,2,3,4,1,0.13,3,1,2,10,1,3,8,7,7,7," 27,923 "," 150,957 "
50," 187,200 ",31,25,3,3,2,1,4,7,7,0.14,3,3,0,3,3,4,1,0,0,0," 34,258 "," 152,942 "
512," 139,360 ",35,103,4,4,3,2,3,0,11,0.18,3,3,1,5,0,2,4,2,3,2," 27,370 "," 111,990 "
2652," 118,560 ",38,45,3,4,4,1,3,1,14,0.11,3,4,3,4,2,3,4,2,0,3," 17,262 "," 101,298 "
1558," 203,840 ",34,87,4,3,3,2,4,1,5,0.11,3,4,0,14,2,4,14,11,4,11," 33,307 "," 170,533 "
280," 99,840 ",28,87,3,3,2,2,1,1,11,0.11,3,3,1,5,0,3,5,3,0,4," 15,425 "," 84,415 "
1964," 203,840 ",31,18,4,4,3,2,3,1,6,0.15,3,4,2,10,3,2,10,2,6,7," 34,041 "," 169,799 "
312," 91,520 ",39,26,4,1,2,2,4,3,1,0.12,3,4,2,8,2,4,5,4,1,4," 14,204 "," 77,316 "
892," 108,160 ",51,110,3,2,3,3,2,2,11,0.11,3,2,0,14,5,3,4,2,3,2," 15,748 "," 92,412 "
368," 156,000 ",41,94,3,4,3,2,4,3,12,0.14,3,1,2,12,4,2,6,2,3,3," 28,548 "," 127,452 "
446," 112,320 ",37,8,1,3,3,1,3,7,5,0.15,3,4,0,8,2,3,6,4,1,3," 21,622 "," 90,698 "
2120," 126,880 ",33,83,1,2,3,2,4,6,4,0.13,3,1,0,8,2,4,5,4,1,2," 23,118 "," 103,762 "
1132," 74,880 ",32,31,1,3,3,2,2,0,6,0.13,3,1,3,4,3,2,3,2,1,2," 11,037 "," 63,843 "
2806," 147,680 ",39,60,2,3,3,3,3,3,4,0.21,4,2,1,13,2,3,6,4,0,5," 36,846 "," 110,834 "
1290," 193,440 ",25,15,1,1,4,2,3,2,4,0.11,3,2,0,6,3,2,3,2,1,2," 28,165 "," 165,275 "
1256," 122,720 ",52,44,2,4,4,4,3,2,1,0.11,3,2,1,24,3,2,5,3,0,2," 18,960 "," 103,760 "
990," 151,840 ",43,94,3,1,2,2,3,1,2,0.14,3,1,0,20,3,1,20,7,1,8," 23,869 "," 127,971 "
488," 203,840 ",27,84,3,4,2,2,4,1,3,0.11,3,4,0,6,3,3,6,2,4,4," 29,679 "," 174,161 "
2436," 106,080 ",27,16,4,4,3,1,3,1,4,0.13,3,4,0,8,2,3,8,2,7,7," 15,636 "," 90,444 "
2520," 74,880 ",26,68,1,1,2,1,4,0,6,0.12,3,4,0,5,2,3,4,3,1,1," 10,303 "," 64,577 "
2230," 64,480 ",42,109,3,3,3,4,1,0,2,0.14,3,3,1,21,5,3,20,7,0,9," 10,136 "," 54,344 "
10," 112,320 ",52,57,4,3,3,1,1,9,12,0.13,3,3,0,12,2,1,5,4,0,4," 18,510 "," 93,810 "
1712," 195,520 ",37,26,3,1,3,1,3,4,14,0.18,3,1,0,8,6,3,3,2,0,2," 38,400 "," 157,120 "
2752," 124,800 ",35,89,2,3,3,3,4,2,15,0.11,3,3,0,10,2,3,2,2,2,2," 17,060 "," 107,740 "
2788," 168,480 ",25,112,3,1,3,1,4,4,7,0.11,3,2,1,7,2,2,3,2,0,2," 26,030 "," 142,450 "
596," 208,000 ",26,45,3,3,4,1,1,0,3,0.12,3,4,0,8,2,3,7,7,0,7," 28,621 "," 179,379 "
2358," 106,080 ",29,42,3,2,2,3,1,1,14,0.13,3,1,0,10,3,2,10,9,0,9," 15,636 "," 90,444 "
944," 201,760 ",49,59,2,1,2,2,1,3,14,0.2,4,1,0,20,2,3,4,3,1,3," 46,808 "," 154,952 "
2220," 174,720 ",29,65,1,3,3,3,4,0,9,0.12,3,1,0,9,1,3,8,7,7,7," 25,579 "," 149,141 "
932," 112,320 ",54,52,3,4,3,4,4,6,10,0.19,3,4,0,29,3,2,20,7,12,7," 24,070 "," 88,250 "
1494," 158,080 ",58,98,3,4,3,5,1,3,14,0.21,4,3,1,32,3,3,9,8,1,5," 35,694 "," 122,386 "
1652," 168,480 ",55,49,4,2,4,4,4,2,1,0.13,3,4,2,31,4,4,7,7,0,0," 24,834 "," 143,646 "
2832," 205,920 ",36,87,4,1,3,2,2,3,3,0.16,3,4,0,15,3,3,5,4,0,1," 39,866 "," 166,054 "
1902," 104,000 ",31,30,4,2,1,1,3,1,7,0.12,3,2,0,1,3,3,1,0,0,0," 16,141 "," 87,859 "
1526," 151,840 ",30,75,4,4,3,2,1,7,8,0.14,3,2,2,8,3,3,3,2,0,2," 25,175 "," 126,665 "
1974," 193,440 ",31,73,5,1,3,4,2,3,14,0.11,3,3,0,9,3,4,3,2,1,0," 31,608 "," 161,832 "
2640," 189,280 ",34,102,4,4,3,1,1,5,12,0.14,3,3,2,10,2,3,4,3,1,3," 36,266 "," 153,014 "
100," 70,720 ",31,47,3,1,2,1,2,1,1,0.12,3,3,0,1,3,4,1,0,0,0," 10,976 "," 59,744 "
2724," 189,280 ",27,68,1,2,3,1,1,0,6,0.14,3,2,0,6,3,4,5,0,1,4," 36,266 "," 153,014 "
2252," 76,960 ",36,103,4,1,2,2,4,1,12,0.16,3,3,0,10,2,2,10,4,1,8," 14,253 "," 62,707 "
2162," 203,840 ",36,122,4,3,2,2,1,4,2,0.13,3,1,2,11,3,2,3,2,0,2," 30,046 "," 173,794 "
2618," 153,920 ",47,10,3,1,3,1,4,7,1,0.12,3,3,1,17,2,2,6,5,1,2," 26,597 "," 127,323 "
2826," 141,440 ",25,39,2,1,2,1,1,3,10,0.12,3,1,0,6,2,3,3,2,2,2," 21,951 "," 119,489 "
674," 174,720 ",37,80,2,3,4,1,3,0,13,0.14,3,1,0,7,2,1,6,5,1,3," 27,466 "," 147,254 "
1968," 187,200 ",56,83,2,1,3,1,1,2,14,0.22,4,4,1,5,3,4,3,2,1,0," 45,564 "," 141,636 "
2672," 170,560 ",47,77,4,1,3,4,3,3,13,0.19,3,2,2,26,2,4,20,17,5,6," 39,314 "," 131,246 "
1152," 87,360 ",24,119,1,4,3,2,3,1,2,0.12,3,3,2,5,3,3,5,4,0,3," 12,790 "," 74,570 "
1372," 201,760 ",32,51,5,4,3,2,4,4,1,0.12,3,3,1,7,3,2,4,3,0,3," 29,538 "," 172,222 "
2198," 178,880 ",34,27,3,4,2,1,2,5,3,0.17,3,1,1,7,2,2,5,4,0,2," 33,379 "," 145,501 "
2084," 187,200 ",41,86,5,2,4,1,3,2,13,0.12,3,1,0,7,5,2,4,2,0,3," 30,701 "," 156,499 "
1260," 168,480 ",40,95,4,3,3,2,3,3,9,0.11,3,3,2,11,2,4,8,7,0,7," 26,030 "," 142,450 "
676," 64,480 ",31,22,2,1,3,3,4,1,3,0.18,3,1,1,13,5,3,13,7,9,9," 13,193 "," 51,287 "
1542," 108,160 ",46,57,3,1,3,3,4,4,12,0.11,3,1,1,28,1,4,7,7,4,3," 14,785 "," 93,375 "
2676," 112,320 ",39,34,3,1,2,1,1,2,14,0.23,4,2,0,11,2,4,1,0,0,0," 28,428 "," 83,892 "
1208," 208,000 ",31,10,5,3,4,3,2,1,7,0.11,3,1,0,10,2,3,10,8,4,7," 30,285 "," 177,715 "
210," 197,600 ",45,100,3,2,1,3,1,2,7,0.18,3,2,1,24,2,3,7,7,0,7," 45,290 "," 152,310 "
2690," 199,680 ",31,70,2,4,4,1,2,9,1,0.18,3,4,0,8,3,3,3,2,0,2," 39,217 "," 160,463 "
910," 195,520 ",31,108,3,2,3,1,4,6,6,0.13,3,3,1,7,2,1,2,2,2,2," 28,820 "," 166,700 "
832," 114,400 ",45,60,3,2,3,3,4,4,13,0.18,3,4,2,10,4,4,3,1,1,2," 26,220 "," 88,180 "
2362," 199,680 ",48,19,3,3,3,2,1,4,6,0.11,3,1,3,15,3,3,2,2,2,2," 32,628 "," 167,052 "
1518," 108,160 ",34,52,4,1,3,1,3,1,7,0.15,3,4,0,2,0,3,2,2,2,2," 18,063 "," 90,097 "
2858," 114,400 ",40,16,1,4,2,3,2,2,15,0.11,3,3,1,16,5,3,9,8,4,8," 18,693 "," 95,707 "
538," 174,720 ",28,108,3,4,3,2,1,0,14,0.18,3,4,0,6,4,3,5,4,1,3," 35,748 "," 138,972 "
2684," 187,200 ",44,94,3,3,2,1,3,3,1,0.14,3,4,0,7,5,3,5,2,0,3," 35,868 "," 151,332 "
2156," 81,120 ",53,64,3,4,4,4,2,4,15,0.12,3,2,0,35,2,2,9,8,8,8," 12,590 "," 68,530 "
